,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
248,Molly's Game,2017,R,05 Jan 2018,140 min,"Biography, Crime, Drama",Aaron Sorkin,"Aaron Sorkin, Molly Bloom","Jessica Chastain, Idris Elba, Kevin Costner","The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.",English,"China, Canada, United States",Nominated for 1 Oscar. 8 wins & 51 nominations total,https://m.media-amazon.com/images/M/MV5BNTkzMzRlYjEtMTQ5Yi00OWY3LWI0NzYtNGQ4ZDkzZTU0M2IwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.4,"160,371",tt4209788,movie,10 Apr 2018,"$28,780,744",N/A,N/A,True,,
249,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
250,Valerian and the City of a Thousand Planets,2017,PG-13,21 Jul 2017,136 min,"Action, Adventure, Fantasy",Luc Besson,"Pierre Christin, Jean-Claude Mézières, Luc Besson","Dane DeHaan, Cara Delevingne, Clive Owen","A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the uni","Hindi, English, French","France, China, Germany, United Arab Emirates, United States",11 nominations,https://m.media-amazon.com/images/M/MV5BMTkxMDAxNDUyNV5BMl5BanBnXkFtZTgwOTc3MzcxMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.5,"175,205",tt2239822,movie,21 Nov 2017,"$41,189,488",N/A,N/A,True,,
251,The Dark Tower,2017,PG-13,04 Aug 2017,95 min,"Action, Adventure, Fantasy",Nikolaj Arcel,"Akiva Goldsman, Jeff Pinkner, Anders Thomas Jensen","Idris Elba, Matthew McConaughey, Tom Taylor",A boy haunted by visions of a dark tower from a parallel reality teams up with the tower's disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates of H,English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BMTU3MjUwMzQ3MF5BMl5BanBnXkFtZTgwMjcwNjkxMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.6,"135,456",tt1648190,movie,31 Oct 2017,"$50,701,325",N/A,N/A,True,,
252,Pitch Perfect 3,2017,PG-13,22 Dec 2017,93 min,"Comedy, Music",Trish Sie,"Kay Cannon, Mike White, Mickey Rapkin","Anna Kendrick, Rebel Wilson, Brittany Snow","Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices.","English, Papiamento",United States,4 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTU5NDI1MjkwMF5BMl5BanBnXkFtZTgwNjIxNTY2MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.8,"61,406",tt4765284,movie,20 Mar 2018,"$104,897,530",N/A,N/A,True,,
253,American Assassin,2017,R,15 Sep 2017,111 min,"Action, Thriller",Michael Cuesta,"Stephen Schiff, Michael Finch, Edward Zwick","Dylan O'Brien, Michael Keaton, Sanaa Lathan","After the death of his girlfriend at the hands of terrorists, Mitch Rapp is drawn into the world of counterterrorism, mentored by tough-as-nails former U.S. Navy S.E.A.L. Stan Hurley.","English, Spanish, Arabic, Polish, Turkish, Russian, Italian, Persian",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMjM0MjY4MTk5NV5BMl5BanBnXkFtZTgwNDE2NTQyMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.2,"79,029",tt1961175,movie,05 Dec 2017,"$36,249,674",N/A,N/A,True,,
254,You Were Never Really Here,2017,R,06 Apr 2018,89 min,"Crime, Drama",Lynne Ramsay,"Lynne Ramsay, Jonathan Ames","Joaquin Phoenix, Judith Roberts, Ekaterina Samsonov","A traumatized veteran unafraid of violence tracks down missing girls for a living. When a job spins out of control, Joe's nightmares overtake him as a conspiracy is uncovered leading to what could be his death trip or his awakening.",English,"United Kingdom, France, United States",Nominated for 1 BAFTA Film Award24 wins & 76 nominations total,https://m.media-amazon.com/images/M/MV5BMDkwOTE0ZjMtZmRiYS00M2M3LWE3MzUtNzNmNmExNTNmNjg5XkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,6.8,"114,406",tt5742374,movie,17 Jul 2018,"$2,528,078",N/A,N/A,True,,
255,The Florida Project,2017,R,10 Nov 2017,111 min,Drama,Sean Baker,"Sean Baker, Chris Bergoch","Brooklynn Prince, Bria Vinaite, Willem Dafoe","Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World","English, Spanish, Portuguese",United States,Nominated for 1 Oscar. 66 wins & 133 nominations total,https://m.media-amazon.com/images/M/MV5BMjg4ZmY1MmItMjFjOS00ZTg2LWJjNDYtNDM2YmM2NzhiNmZhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,7.6,"106,963",tt5649144,movie,20 Feb 2018,"$5,904,366",N/A,N/A,True,,
256,Life,2017,R,24 Mar 2017,104 min,"Horror, Sci-Fi, Thriller",Daniel Espinosa,"Rhett Reese, Paul Wernick","Jake Gyllenhaal, Rebecca Ferguson, Ryan Reynolds",A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,"English, Japanese, Vietnamese",United States,8 nominations,https://m.media-amazon.com/images/M/MV5BMzAwMmQxNTctYjVmYi00MDdlLWEzMWUtOTE5NTRiNDhhNjI2L2ltYWdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.6,"220,863",tt5442430,movie,20 Jun 2017,"$30,234,022",N/A,N/A,True,,
257,The Death of Stalin,2017,R,09 Mar 2018,107 min,"Comedy, Drama, History",Armando Iannucci,"Fabien Nury, Thierry Robin, Armando Iannucci","Steve Buscemi, Simon Russell Beale, Jeffrey Tambor","Moscow, 1953. After being in power for nearly thirty years, Soviet dictator Joseph Vissarionovich Stalin takes ill and quickly dies. Now the members of the Council of Ministers scramble for power.",English,"United Kingdom, France, Belgium, Canada, United States",Nominated for 2 BAFTA Film 18 wins & 40 nominations total,https://m.media-amazon.com/images/M/MV5BMTcxMDc1NjcyNl5BMl5BanBnXkFtZTgwNDU0NDYxMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.3,"96,826",tt4686844,movie,11 Jun 2018,"$8,047,856",N/A,N/A,True,,
258,Gifted,2017,PG-13,12 Apr 2017,101 min,Drama,Marc Webb,Tom Flynn,"Chris Evans, Mckenna Grace, Lindsay Duncan","Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",English,United States,6 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMjQ2NDU3NDE0M15BMl5BanBnXkFtZTgwMjA3OTg0MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.6,"110,443",tt4481414,movie,25 Jul 2017,"$24,801,212",N/A,N/A,True,,
259,Phantom Thread,2017,R,19 Jan 2018,130 min,"Drama, Romance",Paul Thomas Anderson,Paul Thomas Anderson,"Vicky Krieps, Daniel Day-Lewis, Lesley Manville","Set in 1950s London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.","English, French","United States, United Kingdom",Won 1 Oscar. 57 wins & 124 nominations total,https://m.media-amazon.com/images/M/MV5BMWJkNzBkM2UtYWFlMC00NmEwLTgxOGUtMjVmMzYyZjgyMmEzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.5,"124,429",tt5776858,movie,10 Apr 2018,"$21,198,205",N/A,N/A,True,,
260,The Upside,2017,PG-13,11 Jan 2019,126 min,"Comedy, Drama",Neil Burger,"Jon Hartmere, Éric Toledano, Olivier Nakache","Kevin Hart, Bryan Cranston, Nicole Kidman",A comedic look at the relationship between a wealthy man with quadriplegia and an unemployed man with a criminal record who's hired to help him.,"English, German, Italian",United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BNzY3NzYyNjI0N15BMl5BanBnXkFtZTgwNjYzMDc0NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,7.0,"53,716",tt1987680,movie,N/A,"$108,252,517",N/A,N/A,True,,
261,Berlin Syndrome,2017,R,26 May 2017,116 min,"Drama, Horror, Mystery",Cate Shortland,"Shaun Grant, Melanie Joosten, Cate Shortland","Teresa Palmer, Max Riemelt, Matthias Habich","A passionate holiday romance leads to an obsessive relationship, when an Australian photojournalist wakes one morning in a Berlin apartment and is unable to leave.","English, German, Russian",Australia,1 win & 23 nominations,https://m.media-amazon.com/images/M/MV5BYzQ0YWRjYjctYmQ5ZC00M2M2LWE0NzMtMTI4ZDg1NjIyZTM1XkEyXkFqcGdeQXVyMTM2MzgyOTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,6.3,"24,329",tt3335606,movie,30 May 2017,"$28,660",N/A,N/A,True,,
262,Annabelle: Creation,2017,R,11 Aug 2017,109 min,"Horror, Mystery, Thriller",David F. Sandberg,Gary Dauberman,"Anthony LaPaglia, Samara Lee, Miranda Otto","Twelve years after the tragic death of their little girl, a doll-maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they become the target of the doll-maker's possessed creation, Anna","English, Spanish",United States,1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BMjA1MzIwMjMxNF5BMl5BanBnXkFtZTgwMDQ3NTc2MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.5,"126,683",tt5140878,movie,24 Oct 2017,"$102,092,201",N/A,N/A,True,,
263,American Made,2017,R,29 Sep 2017,115 min,"Action, Comedy, Crime",Doug Liman,Gary Spinelli,"Tom Cruise, Domhnall Gleeson, Sarah Wright","The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.","English, Spanish","United States, Japan, Colombia",3 nominations,https://m.media-amazon.com/images/M/MV5BMTUxNzUwMjk1Nl5BMl5BanBnXkFtZTgwNDkwODI1MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.2,"171,707",tt3532216,movie,19 Dec 2017,"$51,342,000",N/A,N/A,True,,
264,War for the Planet of the Apes,2017,PG-13,14 Jul 2017,140 min,"Action, Adventure, Drama",Matt Reeves,"Mark Bomback, Matt Reeves, Rick Jaffa","Andy Serkis, Woody Harrelson, Steve Zahn","After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.","English, American Sign ",United States,Nominated for 1 Oscar. 28 wins & 66 nominations total,https://m.media-amazon.com/images/M/MV5BNDNmYTQzMDEtMmY0MS00OTNjLTk4MjItMDZhMzkzOGI3MzA0XkEyXkFqcGdeQXVyNjk5NDA3OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.4,"244,482",tt3450958,movie,24 Oct 2017,"$146,880,162",N/A,N/A,True,,
265,Geostorm,2017,PG-13,20 Oct 2017,109 min,"Action, Sci-Fi, Thriller",Dean Devlin,"Dean Devlin, Paul Guyot","Gerard Butler, Jim Sturgess, Abbie Cornish","When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.","English, Cantonese, Russian, Hindi, Spanish",United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTA0OTQwMTIxNzheQTJeQWpwZ15BbWU4MDQ1MzI3OTMy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",21,5.3,"103,524",tt1981128,movie,16 Jan 2018,"$33,700,160",N/A,N/A,True,,
266,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
267,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
268,Rough Night,2017,R,16 Jun 2017,101 min,Comedy,Lucia Aniello,"Lucia Aniello, Paul W. Downs","Scarlett Johansson, Kate McKinnon, Zoë Kravitz",Things go terribly wrong for a group of girlfriends who hire a male stripper for a bachelorette party in Miami.,"English, Spanish",United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BODY1NDUzNzY4MV5BMl5BanBnXkFtZTgwNzc3NzcyMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,5.2,"50,752",tt4799050,movie,05 Sep 2017,"$22,105,643",N/A,N/A,True,,
269,xXx: Return of Xander Cage,2017,PG-13,20 Jan 2017,107 min,"Action, Adventure, Thriller",D.J. Caruso,"Rich Wilkes, F. Scott Frazier","Vin Diesel, Donnie Yen, Deepika Padukone","Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.","English, Spanish, Portuguese, Mandarin, Tagalog, Russian","China, Canada, United States",1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMzcwMjkxMzQ3NV5BMl5BanBnXkFtZTgwMzgyNDA5MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.2,"90,133",tt1293847,movie,16 May 2017,"$44,898,413",N/A,N/A,True,,
270,The Mummy,1999,PG-13,07 May 1999,124 min,"Action, Adventure, Fantasy",Stephen Sommers,"Stephen Sommers, Lloyd Fonvielle, Kevin Jarre","Brendan Fraser, Rachel Weisz, John Hannah","At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.","English, Egyptian (Ancient), Arabic, Chinese, Hebrew, Hungarian",United States,Nominated for 1 Oscar. 5 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BOTJiYjBhZDgtMjhiOC00MTIzLThlNGMtMmI1NjIwM2M3YTI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,7.1,"413,223",tt0120616,movie,09 Apr 2002,"$155,385,488",N/A,N/A,True,,
271,CHIPS,2017,R,24 Mar 2017,100 min,"Action, Comedy, Crime",Dax Shepard,"Rick Rosner, Dax Shepard","Michael Peña, Dax Shepard, Vincent D'Onofrio","A rookie officer is teamed with a hardened pro at the California Highway Patrol, though the newbie soon learns his partner is really an undercover Fed investigating a heist that may involve some crooked cops.","English, Spanish",United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BZTliN2IyMTctYTliOS00ZTJiLTkxN2YtNDg1YTJiZTA4MTVlL2ltYWdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,6.0,"45,778",tt0493405,movie,27 Jun 2017,"$18,600,152",N/A,N/A,True,,
272,Ferdinand,2017,PG,15 Dec 2017,108 min,"Animation, Adventure, Comedy",Carlos Saldanha,"Robert L. Baird, Tim Federle, Brad Copeland","John Cena, Kate McKinnon, Bobby Cannavale","After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.","English, Spanish, German",United States,Nominated for 1 Oscar. 2 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BOTIwMDI0NjQ4OF5BMl5BanBnXkFtZTgwNjU0MzAyNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.8,"54,346",tt3411444,movie,13 Mar 2018,"$84,410,380",N/A,N/A,True,,
273,Only the Brave,2017,PG-13,20 Oct 2017,134 min,"Action, Biography, Drama",Joseph Kosinski,"Sean Flynn, Ken Nolan, Eric Warren Singer","Josh Brolin, Miles Teller, Jeff Bridges","Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BYWFlOWI3YTMtYTk3NS00YWQ2LTlmYTMtZjk0ZDk4Y2NjODI0XkEyXkFqcGdeQXVyNTQxNTQ4Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.6,"64,986",tt3829920,movie,06 Feb 2018,"$18,343,983",N/A,N/A,True,,
274,The Beguiled,2017,R,30 Jun 2017,93 min,"Drama, Thriller, War",Sofia Coppola,"Sofia Coppola, Thomas Cullinan, Albert Maltz","Nicole Kidman, Kirsten Dunst, Elle Fanning",The unexpected arrival of a wounded Union soldier at a girls school in Virginia during the American Civil War leads to jealousy and betrayal.,"English, French",United States,5 wins & 29 nominations,https://m.media-amazon.com/images/M/MV5BMTg5NjY3NDYxMl5BMl5BanBnXkFtZTgwMjI5ODgyMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.3,"56,126",tt5592248,movie,10 Oct 2017,"$10,709,995",N/A,N/A,True,,
275,,,,,,,,,,,,,,,,,,,,,,,,,False,Invalid API key!,
276,The Lego Batman Movie,2017,PG,10 Feb 2017,104 min,"Animation, Action, Adventure",Chris McKay,"Seth Grahame-Smith, Chris McKenna, Erik Sommers","Will Arnett, Michael Cera, Rosario Dawson","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",English,"United States, Denmark, Australia",13 wins & 68 nominations,https://m.media-amazon.com/images/M/MV5BMTcyNTEyOTY0M15BMl5BanBnXkFtZTgwOTAyNzU3MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.3,"141,080",tt4116284,movie,13 Jun 2017,"$175,750,384",N/A,N/A,True,,
277,Papillon,1973,R,19 Dec 1973,151 min,"Biography, Crime, Drama",Franklin J. Schaffner,"Dalton Trumbo, Lorenzo Semple Jr., Henri Charrière","Steve McQueen, Dustin Hoffman, Victor Jory","A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape.","English, Spanish","France, United States",Nominated for 1 Oscar. 2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZGRjZjQ0NzAtYmZlNS00Zjc1LTk1YWItMDY5YzQxMzA4MTAzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,8.0,"127,312",tt0070511,movie,14 Dec 1999,"$53,267,000",N/A,N/A,True,,
