,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Error
249,The Three Musketeers,2011,PG-13,21 Oct 2011,110 min,"Action, Adventure, Fantasy",Paul W.S. Anderson,"Alex Litvak, Andrew Davies, Alexandre Dumas","Logan Lerman, Matthew Macfadyen, Ray Stevenson",The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in,English,"United States, Germany, France, United Kingdom",5 nominations,https://m.media-amazon.com/images/M/MV5BMTM3OTc2OTM2OF5BMl5BanBnXkFtZTcwMDM1MjU1NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,5.7,"106,661",tt1509767,movie,25 Oct 2011,"$20,374,484",N/A,N/A,True,,
250,Sleeping Beauty,1959,G,29 Jan 1959,75 min,"Animation, Adventure, Family","Clyde Geronimi, Eric Larson, Les Clark","Erdman Penner, Charles Perrault, Joe Rinaldi","Mary Costa, Bill Shirley, Eleanor Audley","After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies.",English,United States,Nominated for 1 Oscar. 4 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BOTJmZjA3MjMtMWNmZS00YTliLWFhMWUtZDU2NGJhNTlmY2ZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.2,"143,867",tt0053285,movie,24 Sep 2019,"$51,600,000",N/A,N/A,True,,
251,Tower Heist,2011,PG-13,04 Nov 2011,104 min,"Action, Comedy, Crime",Brett Ratner,"Adam Cooper, Bill Collage, Ted Griffin","Eddie Murphy, Ben Stiller, Casey Affleck","When a group of hard-working guys find out they've fallen victim to their wealthy employer's Ponzi scheme, they conspire to rob his high-rise residence.","English, Spanish, Chinese",United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMTY1NDQxMTcwOV5BMl5BanBnXkFtZTcwNzMzNTExNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.2,"139,630",tt0471042,movie,21 Feb 2012,"$78,046,570",N/A,N/A,True,,
252,Paul,2011,R,18 Mar 2011,104 min,"Adventure, Comedy, Sci-Fi",Greg Mottola,"Simon Pegg, Nick Frost","Simon Pegg, Nick Frost, Seth Rogen",Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.,"English, Klingon","United States, United Kingdom",2 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BZmM4YjAyODktOWM0YS00MmVjLWI0YzMtYTBhYzczZGU5YzBiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.0,"246,540",tt1092026,movie,01 Jul 2011,"$37,412,945",N/A,N/A,True,,
253,We Bought a Zoo,2011,PG,23 Dec 2011,124 min,"Comedy, Drama, Family",Cameron Crowe,"Aline Brosh McKenna, Cameron Crowe, Benjamin Mee","Matt Damon, Scarlett Johansson, Thomas Haden Church","Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo.","English, Spanish",United States,1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTQ0MTE3OTUwMl5BMl5BanBnXkFtZTcwODg5NjgwNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.1,"140,432",tt1389137,movie,03 Apr 2012,"$75,624,550",N/A,N/A,True,,
254,Rise of the Planet of the Apes,2011,PG-13,05 Aug 2011,105 min,"Action, Drama, Sci-Fi",Rupert Wyatt,"Rick Jaffa, Amanda Silver, Pierre Boulle","James Franco, Andy Serkis, Freida Pinto",A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,"English, Sign ","United States, United Kingdom, Canada",Nominated for 1 Oscar. 21 wins & 43 nominations total,https://m.media-amazon.com/images/M/MV5BYzE3ZmNlZTctMDdmNy00MjMzLWFmZmYtN2M5N2YyYTQ1ZDJjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.5,"513,408",tt1318514,movie,13 Dec 2011,"$176,760,185",N/A,N/A,True,,
255,Your Highness,2011,R,08 Apr 2011,102 min,"Adventure, Comedy, Fantasy",David Gordon Green,"Danny McBride, Ben Best","Danny McBride, Natalie Portman, James Franco","When Prince Fabious's bride is kidnapped, he goes on a quest to rescue her... accompanied by his lazy useless brother Thadeous.",English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTY2MDgwODIyMV5BMl5BanBnXkFtZTcwODc1NDQ0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.5,"100,104",tt1240982,movie,09 Aug 2011,"$21,596,445",N/A,N/A,True,,
256,The Lincoln Lawyer,2011,R,18 Mar 2011,118 min,"Crime, Drama, Mystery",Brad Furman,"John Romano, Michael Connelly","Matthew McConaughey, Marisa Tomei, Ryan Phillippe",A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTQ4NDE4NTY5MV5BMl5BanBnXkFtZTcwODQyMTkxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.3,"228,795",tt1189340,movie,12 Jul 2011,"$58,009,200",N/A,N/A,True,,
257,Colombiana,2011,PG-13,26 Aug 2011,108 min,"Action, Drama, Thriller",Olivier Megaton,"Luc Besson, Robert Mark Kamen","Zoe Saldana, Michael Vartan, Callum Blue",A young girl in Bogotá witnesses her parents' murder and grows up to be a stone-cold assassin.,"English, Spanish","France, United States, United Kingdom",2 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTM0NDI2NjgxNl5BMl5BanBnXkFtZTcwMTYyNjA3NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.4,"99,345",tt1657507,movie,20 Dec 2011,"$36,665,854",N/A,N/A,True,,
258,Larry Crowne,2011,PG-13,01 Jul 2011,98 min,"Comedy, Drama, Romance",Tom Hanks,"Tom Hanks, Nia Vardalos","Tom Hanks, Julia Roberts, Sarah Mahoney","After losing his job, a middle-aged man reinvents himself by going back to college.",English,"United States, France",3 nominations,https://m.media-amazon.com/images/M/MV5BYjQ4MzlmZDUtN2ViMi00ZTAwLWFkMmItNGRlZmM1NjQ1ZmJjXkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.1,"66,509",tt1583420,movie,15 Nov 2011,"$35,608,245",N/A,N/A,True,,
259,Abduction,2011,PG-13,23 Sep 2011,106 min,"Action, Mystery, Thriller",John Singleton,Shawn Christensen,"Taylor Lautner, Lily Collins, Alfred Molina",A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.,English,United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTkxNzU3OTg0Nl5BMl5BanBnXkFtZTcwNDY5MDY2Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,5.1,"79,265",tt1600195,movie,17 Jan 2012,"$28,087,155",N/A,N/A,True,,
260,A Separation,2011,PG-13,16 Mar 2011,123 min,Drama,Asghar Farhadi,Asghar Farhadi,"Payman Maadi, Leila Hatami, Sareh Bayat",A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,Persian,"Iran, France, Australia",Won 1 Oscar. 89 wins & 50 nominations total,https://m.media-amazon.com/images/M/MV5BN2JmMjViMjMtZTM5Mi00ZGZkLTk5YzctZDg5MjFjZDE4NjNkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",95,8.3,"235,680",tt1832382,movie,21 Aug 2012,"$7,099,055",N/A,N/A,True,,
261,Hugo,2011,PG,23 Nov 2011,126 min,"Adventure, Drama, Family",Martin Scorsese,"John Logan, Brian Selznick","Asa Butterfield, Chloë Grace Moretz, Christopher Lee","In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton.",English,"United Kingdom, United States, France",Won 5 Oscars. 61 wins & 192 nominations total,https://m.media-amazon.com/images/M/MV5BMjAzNzk5MzgyNF5BMl5BanBnXkFtZTcwOTE4NDU5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.5,"316,467",tt0970179,movie,28 Feb 2012,"$73,864,507",N/A,N/A,True,,
262,The Adjustment Bureau,2011,PG-13,04 Mar 2011,106 min,"Romance, Sci-Fi, Thriller",George Nolfi,"George Nolfi, Philip K. Dick","Matt Damon, Emily Blunt, Lisa Thoreson",The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.,English,United States,1 win & 9 nominations,https://m.media-amazon.com/images/M/MV5BMzc0ZDcwZTYtOWUzZi00NDE4LWI4NjgtMWVjZTUyYTA2ZTNhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.0,"253,174",tt1385826,movie,21 Jun 2011,"$62,495,645",N/A,N/A,True,,
263,10 Years,2011,PG-13,05 Oct 2012,100 min,"Comedy, Drama, Romance",Jamie Linden,Jamie Linden,"Channing Tatum, Rosario Dawson, Chris Pratt","The night of their high school reunion, a group of friends realize they still haven't quite grown up in some ways.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNTY3NTY3ODAzOF5BMl5BanBnXkFtZTcwMTI4MDQyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.1,"25,336",tt1715873,movie,18 Dec 2012,"$203,373",N/A,N/A,True,,
264,The Tree of Life,2011,PG-13,17 May 2011,139 min,"Drama, Fantasy",Terrence Malick,Terrence Malick,"Brad Pitt, Sean Penn, Jessica Chastain","The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",English,United States,Nominated for 3 Oscars. 116 wins & 130 nominations total,https://m.media-amazon.com/images/M/MV5BMTMwNjQ0NjMzN15BMl5BanBnXkFtZTcwNjMxMTkyNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,6.8,"173,690",tt0478304,movie,11 Oct 2011,"$13,303,319",N/A,N/A,True,,
265,The Deep Blue Sea,2011,R,25 Nov 2011,98 min,"Drama, Romance",Terence Davies,"Terence Rattigan, Terence Davies","Rachel Weisz, Tom Hiddleston, Ann Mitchell",The wife of a British Judge is caught in a self-destructive love affair with a Royal Air Force pilot.,English,"United Kingdom, Australia",4 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BMTM5NjI1MTQ0N15BMl5BanBnXkFtZTcwNDM5OTc0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,6.2,"15,587",tt1700844,movie,24 Jul 2012,"$1,126,525",N/A,N/A,True,,
266,Killer Joe,2011,Unrated,29 Jun 2012,102 min,"Drama, Thriller",William Friedkin,Tracy Letts,"Matthew McConaughey, Emile Hirsch, Juno Temple","When a debt puts a young man's life in danger, he turns to putting a hit out on his evil mother in order to collect the insurance.",English,United States,9 wins & 21 nominations,https://m.media-amazon.com/images/M/MV5BN2JhZDlmY2MtOWM4Yi00ODNlLWI4NjItOTY4MjEyYzQ0ZGI2XkEyXkFqcGdeQXVyNTQzOTc3MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.7,"76,325",tt1726669,movie,21 Dec 2012,"$1,987,762",N/A,N/A,True,,
267,Jane Eyre,2011,PG-13,22 Apr 2011,120 min,"Drama, Romance",Cary Joji Fukunaga,"Moira Buffini, Charlotte Brontë","Mia Wasikowska, Michael Fassbender, Jamie Bell",A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,"English, French","United Kingdom, United States",Nominated for 1 Oscar. 10 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BNjU0Mjc0NzU3NF5BMl5BanBnXkFtZTcwMTU4OTkwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.3,"85,607",tt1229822,movie,16 Aug 2011,"$11,242,660",N/A,N/A,True,,
268,Kill the Irishman,2011,R,11 May 2012,106 min,"Biography, Crime, Drama",Jonathan Hensleigh,"Jonathan Hensleigh, Jeremy Walters, Rick Porrello","Ray Stevenson, Christopher Walken, Vincent D'Onofrio","The true story of Danny Greene, a tough Irish thug working for mobsters in Cleveland during the 1970's.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTQyNzIxMzMwMV5BMl5BanBnXkFtZTcwOTU4OTcxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,7.1,"47,889",tt1416801,movie,14 Jun 2011,"$1,188,194",N/A,N/A,True,,
269,War Horse,2011,PG-13,25 Dec 2011,146 min,"Action, Adventure, Drama",Steven Spielberg,"Lee Hall, Richard Curtis, Michael Morpurgo","Jeremy Irvine, Emily Watson, David Thewlis",Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.,"English, German","United States, India",Nominated for 6 Oscars. 15 wins & 77 nominations total,https://m.media-amazon.com/images/M/MV5BMjExNzkxOTYyNl5BMl5BanBnXkFtZTcwODA0MjU4Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.2,"153,915",tt1568911,movie,03 Apr 2012,"$79,884,879",N/A,N/A,True,,
270,The Change-Up,2011,R,05 Aug 2011,112 min,"Comedy, Fantasy",David Dobkin,"Jon Lucas, Scott Moore","Jason Bateman, Ryan Reynolds, Olivia Wilde","Dave is a married man with three kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain, lightning strikes and they switch bodies.","English, Ukrainian",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTk3NTM4NDg3OF5BMl5BanBnXkFtZTcwNDk3MzEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,6.3,"177,440",tt1488555,movie,08 Nov 2011,"$37,081,475",N/A,N/A,True,,
271,The Raid: Redemption,2011,R,13 Apr 2012,101 min,"Action, Crime, Thriller",Gareth Evans,Gareth Evans,"Iko Uwais, Ananda George, Ray Sahetapy",A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,Indonesian,"Indonesia, France, United States",9 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BZGIxODNjM2YtZjA5Mi00MjA5LTk2YjItODE0OWI5NThjNTBmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.6,"199,386",tt1899353,movie,14 Aug 2012,"$4,105,187",N/A,N/A,True,,
272,Margin Call,2011,R,29 Sep 2011,107 min,"Drama, Thriller",J.C. Chandor,J.C. Chandor,"Zachary Quinto, Stanley Tucci, Kevin Spacey",Follows the key people at an investment bank over a 24-hour period during the early stages of the 2008 financial crisis.,English,United States,Nominated for 1 Oscar. 8 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BMjE5NzkyNDI2Nl5BMl5BanBnXkFtZTcwMTYzNDc2Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.1,"123,697",tt1615147,movie,20 Dec 2011,"$5,354,039",N/A,N/A,True,,
273,Martha Marcy May Marlene,2011,R,21 Dec 2011,102 min,"Drama, Mystery, Thriller",Sean Durkin,Sean Durkin,"Elizabeth Olsen, Sarah Paulson, John Hawkes","Haunted by painful memories and increasing paranoia, a damaged woman struggles to re-assimilate with her family after fleeing an abusive cult.",English,United States,22 wins & 74 nominations,https://m.media-amazon.com/images/M/MV5BYWYxMDUzYTMtOGU1OC00ZWYyLTkwOTYtMTdkNDZhNDUzZmUwXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.9,"51,651",tt1441326,movie,21 Feb 2012,"$2,990,625",N/A,N/A,True,,
274,Hanna,2011,PG-13,08 Apr 2011,111 min,"Action, Adventure, Drama",Joe Wright,"Seth Lochhead, David Farr","Saoirse Ronan, Cate Blanchett, Eric Bana","A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives.","English, French, German, Italian, Arabic, Spanish","United States, United Kingdom, Germany",8 wins & 26 nominations,https://m.media-amazon.com/images/M/MV5BMjljNzE0OTItM2Q1MS00MTUyLTg4YjgtMzUzZDRkMzkyN2NiXkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.8,"196,252",tt0993842,movie,06 Sep 2011,"$40,259,119",N/A,N/A,True,,
275,50/50,2011,R,30 Sep 2011,100 min,"Comedy, Drama, Romance",Jonathan Levine,Will Reiser,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",English,United States,12 wins & 28 nominations,https://m.media-amazon.com/images/M/MV5BNjg3ODQyNTIyN15BMl5BanBnXkFtZTcwMjUzNzM5NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.6,"324,912",tt1306980,movie,17 Jan 2012,"$35,014,192",N/A,N/A,True,,
276,The Descendants,2011,R,09 Dec 2011,115 min,"Comedy, Drama",Alexander Payne,"Alexander Payne, Nat Faxon, Jim Rash","George Clooney, Shailene Woodley, Amara Miller",A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,English,United States,Won 1 Oscar. 65 wins & 148 nominations total,https://m.media-amazon.com/images/M/MV5BMjAyNTA1MTcyN15BMl5BanBnXkFtZTcwNjEyODczNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.3,"238,752",tt1033575,movie,10 Apr 2012,"$82,584,160",N/A,N/A,True,,
